,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
2835,1,blue-collar,divorced,primary,no,0,yes,no,cellular,1,jun,0,0,1,1,failure,no
2836,1,entrepreneur,married,tertiary,no,1,no,no,cellular,1,feb,1,0,1,1,failure,no
2837,0,admin.,single,secondary,no,0,yes,no,cellular,0,apr,1,1,1,1,failure,no
2838,0,technician,single,secondary,no,1,no,no,cellular,0,aug,1,0,1,1,failure,no
2839,1,housemaid,married,primary,no,1,no,no,cellular,0,jun,1,1,1,1,failure,no
2840,1,housemaid,married,tertiary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
2841,1,services,married,primary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
2842,1,blue-collar,married,primary,no,1,yes,no,cellular,1,jun,0,0,1,1,failure,no
2843,0,unemployed,single,secondary,no,0,no,no,cellular,0,feb,0,1,1,1,failure,no
2844,0,blue-collar,single,primary,no,1,no,no,telephone,1,sep,1,1,1,1,failure,yes
2845,0,services,married,secondary,yes,0,yes,no,cellular,0,jun,0,0,1,1,failure,no
2846,1,technician,married,secondary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
2847,0,management,married,tertiary,no,1,yes,no,cellular,0,jul,0,1,1,1,failure,no
2848,0,technician,married,tertiary,no,0,yes,yes,cellular,1,nov,0,0,1,1,failure,no
2849,1,technician,divorced,secondary,no,1,yes,no,cellular,1,jan,1,1,1,1,failure,no
2850,0,management,married,tertiary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
2851,0,technician,divorced,secondary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
2852,1,technician,married,secondary,no,0,no,no,cellular,0,jun,0,1,1,1,failure,no
2853,0,technician,single,secondary,no,1,no,yes,cellular,0,aug,1,1,1,1,failure,no
2854,1,technician,married,tertiary,no,0,no,no,cellular,0,aug,1,1,1,1,failure,no
2855,1,admin.,single,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,other,no
2856,0,admin.,married,secondary,no,1,yes,no,cellular,1,nov,1,0,1,1,failure,no
2857,0,admin.,married,tertiary,no,1,yes,no,cellular,0,apr,1,0,1,1,failure,no
2858,1,blue-collar,married,primary,no,0,yes,no,cellular,0,jun,1,1,1,1,failure,no
2859,1,management,married,primary,no,0,no,no,cellular,0,jun,0,1,1,1,failure,no
2860,1,blue-collar,married,primary,no,1,no,no,telephone,0,jul,0,0,1,1,failure,yes
2861,0,blue-collar,single,primary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,no
2862,1,blue-collar,married,secondary,no,0,no,no,cellular,1,jun,0,1,1,1,failure,no
2863,0,services,married,secondary,no,0,yes,no,cellular,1,nov,1,0,1,1,failure,no
2864,1,admin.,married,secondary,no,0,yes,no,cellular,1,apr,1,0,1,1,failure,no
2865,0,technician,single,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
2866,0,admin.,married,secondary,no,1,yes,yes,cellular,1,may,0,1,1,1,failure,no
2867,1,management,married,tertiary,no,1,yes,no,cellular,0,may,1,0,1,1,other,yes
2868,1,housemaid,divorced,secondary,no,1,no,no,cellular,0,jun,1,1,1,1,failure,no
2869,0,blue-collar,married,primary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
2870,1,technician,married,secondary,no,0,no,yes,cellular,1,aug,0,1,1,1,failure,no
2871,1,management,married,tertiary,no,0,yes,no,cellular,0,jul,0,0,1,1,failure,no
2872,0,student,single,tertiary,no,0,no,no,cellular,0,jul,1,1,1,1,failure,yes
2873,0,management,married,tertiary,no,0,yes,no,cellular,0,jul,0,0,1,1,failure,no
2874,1,admin.,divorced,secondary,no,0,yes,yes,cellular,1,may,1,0,1,1,success,yes
2875,1,retired,married,secondary,no,1,no,no,cellular,0,jun,1,1,1,1,failure,no
2876,1,housemaid,married,primary,no,1,no,no,cellular,1,jun,1,1,1,1,failure,no
2877,0,self-employed,married,tertiary,no,0,no,no,cellular,0,jul,1,0,1,1,failure,no
2878,1,admin.,single,secondary,no,0,yes,no,cellular,0,jun,1,1,1,1,failure,no
2879,1,technician,single,tertiary,no,0,yes,no,cellular,1,jul,0,0,1,1,failure,no
2880,1,technician,married,secondary,no,0,no,no,cellular,0,may,1,0,1,1,failure,no
2881,1,blue-collar,married,primary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
2882,1,management,married,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
2883,1,blue-collar,married,primary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
2884,0,admin.,single,tertiary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
2885,1,services,married,primary,no,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
2886,1,entrepreneur,married,secondary,no,1,yes,no,cellular,0,jun,0,0,1,1,failure,no
2887,0,blue-collar,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
2888,1,services,married,secondary,no,0,yes,yes,cellular,1,nov,1,1,1,1,failure,no
2889,0,blue-collar,single,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
2890,1,blue-collar,divorced,primary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
2891,0,management,married,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
2892,0,technician,married,secondary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
2893,0,management,single,tertiary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
2894,0,services,married,secondary,no,1,yes,yes,cellular,0,jul,1,1,1,1,failure,no
2895,0,services,single,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
2896,0,technician,married,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
2897,1,admin.,single,secondary,no,1,no,yes,cellular,0,feb,0,1,1,1,failure,no
2898,0,management,single,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
2899,0,management,married,tertiary,no,0,yes,yes,cellular,1,jan,0,1,1,1,failure,no
2900,0,management,single,secondary,no,1,no,yes,cellular,0,mar,0,0,1,1,failure,no
2901,1,blue-collar,married,primary,no,1,yes,yes,cellular,0,may,0,1,1,1,failure,no
2902,0,admin.,single,secondary,no,0,yes,no,cellular,1,jul,1,0,1,1,failure,yes
2903,0,admin.,married,secondary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
2904,0,blue-collar,single,secondary,no,0,yes,yes,cellular,1,nov,1,0,1,1,success,yes
2905,0,services,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
2906,1,management,married,tertiary,no,1,yes,no,cellular,1,jul,1,0,1,1,failure,no
2907,0,admin.,single,secondary,no,1,yes,no,cellular,1,apr,1,0,1,1,failure,no
2908,0,management,single,tertiary,no,1,no,no,cellular,1,feb,1,1,1,1,failure,yes
2909,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
2910,0,technician,married,secondary,no,1,no,no,cellular,1,may,1,0,1,1,other,yes
2911,1,technician,single,secondary,no,1,no,yes,telephone,1,jul,1,1,1,1,failure,no
2912,0,management,married,tertiary,no,1,no,no,cellular,1,may,0,1,1,1,failure,no
2913,1,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
2914,1,retired,married,secondary,no,1,no,no,cellular,0,sep,1,0,1,1,failure,yes
2915,0,admin.,single,secondary,no,1,yes,no,cellular,1,jun,1,0,1,1,failure,no
2916,1,services,divorced,secondary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
2917,0,admin.,single,tertiary,no,1,yes,no,cellular,1,feb,1,0,1,1,failure,yes
2918,0,admin.,single,secondary,no,1,no,no,cellular,0,feb,1,1,1,1,failure,no
2919,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,no
2920,1,blue-collar,married,primary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
2921,1,retired,married,secondary,no,0,no,no,cellular,0,oct,1,0,1,1,failure,no
2922,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
2923,0,blue-collar,single,secondary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
2924,0,management,single,tertiary,no,1,yes,no,cellular,1,nov,0,1,1,1,failure,no
2925,1,admin.,single,secondary,no,1,no,no,cellular,1,jan,1,0,1,1,failure,no
2926,1,blue-collar,married,primary,no,1,yes,no,cellular,1,jul,1,0,1,1,failure,no
2927,1,retired,married,primary,no,1,no,no,cellular,0,sep,0,0,1,1,success,no
2928,0,technician,married,tertiary,no,0,no,no,cellular,1,nov,0,0,1,1,failure,no
2929,1,housemaid,divorced,secondary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
2930,0,technician,single,secondary,yes,0,no,yes,cellular,0,jul,1,0,1,1,failure,no
2931,1,blue-collar,married,primary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
2932,0,blue-collar,single,secondary,yes,0,yes,no,telephone,0,jul,0,1,1,1,failure,no
2933,1,technician,divorced,secondary,no,0,no,no,cellular,0,jun,0,1,1,1,failure,no
2934,0,technician,single,secondary,no,0,yes,no,cellular,1,jun,0,1,1,1,failure,no
2935,0,management,married,tertiary,no,0,no,no,cellular,0,mar,1,1,1,1,success,yes
2936,0,services,single,secondary,no,1,no,no,cellular,0,feb,1,0,1,1,failure,no
2937,1,retired,married,primary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
2938,1,admin.,married,secondary,no,0,yes,no,telephone,1,nov,0,1,1,1,failure,no
2939,1,technician,married,tertiary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
2940,0,management,married,tertiary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
2941,0,admin.,single,secondary,no,0,yes,yes,cellular,0,may,1,1,1,1,failure,yes
2942,0,services,single,secondary,no,0,no,no,cellular,0,dec,1,0,1,1,success,yes
2943,1,entrepreneur,married,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
2944,1,management,married,tertiary,no,1,yes,no,cellular,1,nov,0,1,1,1,failure,no
2945,1,services,divorced,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
2946,1,blue-collar,married,primary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
2947,0,technician,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,1,failure,no
2948,0,management,single,tertiary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
2949,1,management,divorced,tertiary,no,1,yes,yes,cellular,1,apr,1,0,1,1,failure,no
2950,0,technician,divorced,secondary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
2951,1,unemployed,married,primary,yes,0,yes,no,cellular,0,feb,1,1,1,1,failure,no
2952,1,blue-collar,married,primary,no,0,no,no,cellular,1,jun,0,1,1,1,failure,no
2953,0,blue-collar,single,primary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
2954,0,management,married,tertiary,no,0,no,no,cellular,1,feb,1,1,1,1,failure,yes
2955,1,management,married,secondary,no,1,no,no,cellular,1,nov,0,0,1,1,failure,no
2956,1,self-employed,married,tertiary,no,1,no,no,cellular,1,jan,0,0,1,1,failure,no
2957,0,housemaid,single,primary,no,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
2958,1,blue-collar,married,secondary,no,1,yes,yes,cellular,1,apr,0,1,1,1,failure,no
2959,0,blue-collar,married,secondary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
2960,0,management,divorced,tertiary,no,0,no,no,cellular,0,aug,0,0,1,1,failure,no
2961,1,technician,divorced,secondary,no,0,yes,no,cellular,1,aug,1,1,1,1,failure,no
2962,1,blue-collar,divorced,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
2963,1,retired,married,primary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
2964,1,services,married,secondary,no,0,yes,yes,cellular,0,may,0,1,1,1,failure,no
2965,1,blue-collar,married,primary,no,0,no,yes,cellular,0,jul,1,1,1,1,failure,no
2966,0,blue-collar,married,secondary,no,1,yes,no,cellular,1,apr,1,1,1,1,other,no
2967,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
2968,1,blue-collar,married,secondary,no,1,no,no,cellular,0,aug,1,0,1,1,failure,yes
2969,1,technician,married,secondary,no,1,yes,no,cellular,0,aug,0,1,1,1,failure,no
2970,0,blue-collar,married,secondary,no,1,yes,yes,cellular,1,apr,1,0,1,1,failure,no
2971,1,blue-collar,married,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
2972,1,technician,single,tertiary,no,0,no,no,telephone,0,jun,1,0,1,1,failure,no
2973,1,blue-collar,married,secondary,no,1,no,no,cellular,0,jun,1,0,1,1,failure,no
2974,1,technician,divorced,secondary,no,0,no,no,cellular,1,apr,0,0,1,1,failure,yes
2975,0,services,married,secondary,no,0,yes,no,cellular,1,nov,1,1,1,1,failure,no
2976,0,technician,married,secondary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,no
2977,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
2978,0,admin.,single,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
2979,1,technician,single,secondary,no,1,yes,no,cellular,0,jul,0,0,1,1,failure,no
2980,1,management,married,tertiary,no,0,yes,yes,cellular,1,aug,1,0,1,1,other,no
2981,1,retired,divorced,secondary,no,0,no,yes,cellular,0,jul,0,1,1,1,failure,no
2982,0,technician,single,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
2983,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
2984,1,management,married,tertiary,no,1,no,no,cellular,1,jun,1,0,1,1,failure,no
2985,0,blue-collar,single,secondary,no,0,no,no,cellular,1,may,1,1,1,1,failure,no
2986,1,management,married,secondary,no,1,no,no,cellular,1,dec,1,0,1,1,failure,yes
2987,1,management,married,tertiary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
2988,0,admin.,single,secondary,no,1,no,no,cellular,0,mar,0,1,1,1,failure,no
2989,1,blue-collar,married,primary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
2990,0,technician,married,secondary,no,0,no,no,cellular,0,jul,1,0,1,1,failure,no
2991,0,services,single,secondary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
2992,0,services,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,yes
2993,1,blue-collar,married,primary,no,0,yes,yes,cellular,1,may,0,0,1,1,failure,no
2994,1,self-employed,divorced,tertiary,no,1,no,yes,cellular,1,jul,0,1,1,1,failure,no
2995,1,management,married,tertiary,no,1,yes,no,cellular,0,may,0,0,1,1,other,no
2996,0,blue-collar,married,primary,no,0,no,no,cellular,0,jul,0,0,1,1,failure,no
2997,0,unemployed,single,secondary,no,1,no,no,cellular,1,sep,1,0,1,1,failure,yes
2998,0,admin.,single,secondary,no,1,no,no,cellular,0,feb,1,0,1,1,failure,no
2999,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,jun,1,1,1,1,failure,no
3000,0,technician,married,tertiary,no,1,yes,no,cellular,1,jul,1,0,1,1,failure,no
3001,0,student,single,secondary,no,0,no,no,cellular,0,sep,1,0,1,1,success,yes
3002,1,management,single,tertiary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
3003,1,technician,married,secondary,no,1,no,no,cellular,1,jul,1,0,1,1,other,yes
3004,1,retired,married,primary,no,1,no,no,cellular,1,feb,1,0,1,1,failure,no
3005,1,blue-collar,married,primary,no,0,no,yes,telephone,0,jul,0,0,1,1,failure,no
3006,0,admin.,single,secondary,no,0,yes,no,cellular,1,dec,1,0,1,1,success,yes
3007,0,services,single,secondary,no,0,yes,no,cellular,1,jul,1,1,1,1,failure,no
3008,1,admin.,married,secondary,no,0,no,yes,cellular,1,jun,0,0,1,1,failure,no
3009,1,entrepreneur,married,primary,no,1,yes,yes,telephone,0,may,0,1,1,1,failure,no
3010,1,blue-collar,single,secondary,no,0,yes,yes,cellular,0,may,1,1,1,1,failure,no
3011,1,housemaid,married,secondary,no,1,no,no,cellular,0,feb,0,0,1,1,failure,no
3012,1,services,married,secondary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
3013,1,blue-collar,married,primary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
3014,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3015,1,blue-collar,single,primary,no,0,no,yes,telephone,1,jul,0,1,1,1,failure,no
3016,1,management,married,primary,no,1,yes,yes,cellular,0,may,1,1,1,1,failure,no
3017,1,services,married,secondary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,yes
3018,0,blue-collar,single,primary,no,0,yes,no,cellular,1,jun,1,1,1,1,failure,yes
3019,0,services,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
3020,1,admin.,married,secondary,no,0,no,yes,cellular,1,jun,1,0,1,1,failure,no
3021,0,entrepreneur,married,tertiary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
3022,1,management,divorced,tertiary,no,1,yes,no,cellular,1,jul,0,0,1,1,failure,no
3023,0,admin.,single,secondary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
3024,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,feb,1,1,1,1,failure,no
3025,0,self-employed,married,tertiary,no,1,no,no,cellular,0,jul,0,0,1,1,failure,no
3026,1,admin.,single,secondary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
3027,0,management,single,tertiary,no,1,yes,no,cellular,0,mar,1,0,1,1,success,yes
3028,1,services,divorced,secondary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
3029,0,management,married,tertiary,no,0,yes,no,cellular,1,apr,1,0,1,1,failure,no
3030,1,services,married,secondary,no,0,yes,yes,telephone,0,nov,0,0,1,1,failure,no
3031,0,entrepreneur,single,tertiary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
3032,1,entrepreneur,married,tertiary,no,0,yes,no,cellular,1,nov,0,0,1,1,failure,no
3033,0,technician,single,tertiary,no,0,no,no,cellular,1,nov,0,1,1,1,failure,no
3034,0,blue-collar,married,secondary,no,0,yes,yes,cellular,0,jul,0,0,1,1,failure,no
3035,1,retired,married,secondary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
3036,0,self-employed,single,tertiary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,yes
3037,1,blue-collar,married,secondary,yes,0,no,no,cellular,0,jul,1,1,1,1,failure,no
3038,1,unemployed,divorced,secondary,no,1,no,no,cellular,0,jun,1,0,1,1,failure,no
3039,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,0,1,1,1,failure,no
3040,0,blue-collar,single,primary,no,0,no,yes,cellular,0,feb,1,0,1,1,failure,no
3041,1,unemployed,divorced,secondary,no,0,no,no,cellular,1,jan,0,0,1,1,failure,no
3042,1,retired,married,primary,no,1,no,no,telephone,0,jan,1,1,1,1,failure,yes
3043,1,entrepreneur,married,secondary,yes,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
3044,1,blue-collar,married,primary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
3045,1,blue-collar,single,primary,no,0,yes,yes,cellular,0,jun,1,0,1,1,failure,no
3046,1,admin.,married,secondary,no,1,yes,yes,cellular,0,may,1,1,1,1,failure,no
3047,1,management,married,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,success,yes
3048,0,student,single,secondary,no,0,yes,no,cellular,0,feb,1,1,1,1,other,no
3049,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,jul,0,0,1,1,failure,no
3050,1,technician,married,secondary,no,1,no,no,telephone,1,aug,1,1,1,1,failure,no
3051,1,services,married,secondary,no,1,yes,no,cellular,0,aug,0,1,1,1,failure,no
3052,1,blue-collar,married,primary,no,0,no,no,cellular,1,jun,1,1,1,1,failure,no
3053,1,management,married,tertiary,no,0,no,no,cellular,0,aug,1,1,1,1,failure,no
3054,1,management,married,tertiary,no,1,yes,no,cellular,0,jun,1,1,1,1,failure,no
3055,1,management,married,secondary,no,0,yes,yes,cellular,0,aug,1,1,1,1,failure,no
3056,0,technician,single,secondary,no,0,yes,yes,cellular,1,jan,0,1,1,1,other,no
3057,1,services,divorced,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3058,0,management,married,tertiary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
3059,1,technician,married,secondary,no,0,no,no,telephone,1,aug,0,1,1,1,failure,no
3060,1,self-employed,married,tertiary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,no
3061,0,student,single,secondary,no,1,no,no,cellular,0,sep,0,1,1,1,other,no
3062,1,blue-collar,single,primary,no,0,no,no,cellular,1,nov,1,0,1,1,failure,no
3063,1,blue-collar,married,primary,no,1,no,no,cellular,0,jul,0,0,1,1,failure,no
3064,1,housemaid,married,primary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
3065,0,management,single,tertiary,no,1,no,no,telephone,1,nov,1,0,1,1,failure,no
3066,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3067,0,management,married,secondary,no,0,yes,no,cellular,0,jun,0,1,1,1,failure,no
3068,0,technician,single,tertiary,no,1,yes,yes,cellular,0,may,0,0,1,1,failure,no
3069,0,technician,single,tertiary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
3070,1,services,married,secondary,no,1,no,no,cellular,1,jun,0,1,1,1,failure,no
3071,1,retired,married,secondary,no,1,no,no,cellular,0,jun,0,1,1,1,failure,no
3072,1,retired,married,tertiary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
3073,1,admin.,single,secondary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
3074,1,management,divorced,tertiary,no,0,yes,no,cellular,1,jul,0,1,1,1,failure,no
3075,1,technician,divorced,secondary,no,0,no,no,cellular,0,jun,0,1,1,1,failure,no
3076,1,retired,married,primary,no,0,yes,no,cellular,0,jul,0,1,1,1,failure,no
3077,1,self-employed,divorced,tertiary,no,1,no,no,cellular,0,jun,0,1,1,1,failure,no
3078,1,blue-collar,married,secondary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
3079,1,management,single,tertiary,no,1,yes,no,cellular,0,may,1,1,1,1,other,yes
3080,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
3081,1,blue-collar,married,primary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
3082,1,management,married,tertiary,no,1,yes,no,cellular,0,jul,1,0,1,1,failure,yes
3083,0,services,single,secondary,no,0,no,no,cellular,0,jul,1,0,1,1,failure,no
3084,0,management,married,tertiary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
3085,1,management,divorced,tertiary,no,1,yes,no,cellular,1,jul,0,1,1,1,failure,no
3086,0,services,married,tertiary,no,0,no,no,cellular,1,nov,0,1,1,1,failure,no
3087,0,student,single,secondary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
3088,1,retired,married,primary,no,1,no,no,cellular,1,apr,1,0,1,1,failure,no
3089,1,management,divorced,tertiary,no,0,yes,yes,cellular,1,aug,0,1,1,1,failure,no
3090,1,admin.,married,secondary,no,1,no,no,cellular,1,nov,0,0,1,1,failure,no
3091,1,services,divorced,secondary,no,0,no,no,cellular,0,jul,0,0,1,1,failure,no
3092,0,admin.,married,secondary,no,0,yes,no,cellular,0,feb,0,0,1,1,failure,no
3093,0,services,married,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3094,1,admin.,married,secondary,no,0,yes,no,cellular,1,jul,0,0,1,1,failure,no
3095,1,management,married,tertiary,no,1,no,no,cellular,0,jul,1,1,1,1,failure,yes
3096,0,technician,single,secondary,no,0,no,no,cellular,0,aug,1,1,1,1,failure,yes
3097,1,management,married,tertiary,no,1,no,no,cellular,0,jul,0,0,1,1,failure,no
3098,0,management,single,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
3099,0,admin.,single,secondary,no,1,yes,no,cellular,1,nov,1,1,1,1,failure,no
3100,0,technician,single,secondary,no,0,yes,yes,cellular,1,may,0,1,1,1,failure,no
3101,1,blue-collar,married,primary,no,1,no,yes,telephone,1,jul,1,1,1,1,failure,no
3102,0,management,married,tertiary,no,0,no,no,cellular,1,oct,0,1,1,1,failure,no
3103,0,technician,single,tertiary,no,1,no,no,cellular,1,nov,1,0,1,1,failure,yes
3104,0,admin.,divorced,secondary,no,0,no,no,cellular,0,jul,0,1,1,1,failure,no
3105,0,blue-collar,single,secondary,no,0,yes,no,cellular,1,jan,1,1,1,1,failure,no
3106,0,blue-collar,single,secondary,yes,0,no,no,cellular,1,jun,1,1,1,1,failure,yes
3107,0,technician,divorced,tertiary,no,0,no,yes,cellular,1,may,1,1,1,1,failure,no
3108,1,admin.,single,secondary,no,0,yes,yes,cellular,0,may,0,1,1,1,failure,no
3109,1,management,married,tertiary,no,0,no,yes,telephone,1,jul,1,1,1,1,failure,no
3110,0,services,single,secondary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
3111,1,blue-collar,married,secondary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
3112,1,retired,married,tertiary,no,1,no,no,cellular,1,nov,0,1,1,1,failure,no
3113,0,self-employed,single,tertiary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
3114,1,retired,married,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
3115,0,admin.,married,secondary,no,0,no,no,cellular,1,nov,0,0,1,1,failure,no
3116,1,blue-collar,married,primary,no,0,no,no,cellular,0,jul,0,1,1,1,failure,no
3117,1,technician,married,secondary,no,0,yes,yes,cellular,1,oct,1,0,1,1,failure,no
3118,0,housemaid,married,primary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
3119,1,services,married,primary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,yes
3120,0,blue-collar,married,primary,no,0,yes,yes,cellular,1,apr,1,1,1,1,failure,no
3121,1,retired,married,secondary,no,0,no,yes,cellular,0,jul,0,1,1,1,failure,no
3122,1,housemaid,married,secondary,no,1,yes,no,cellular,1,nov,1,1,1,1,failure,no
3123,0,blue-collar,single,secondary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,yes
3124,1,management,married,primary,no,1,no,no,cellular,1,jul,0,1,1,1,failure,no
3125,1,blue-collar,married,secondary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,yes
3126,0,management,single,tertiary,no,0,no,yes,cellular,0,aug,0,1,1,1,failure,no
3127,0,admin.,single,secondary,no,1,no,no,cellular,1,jan,0,0,1,1,failure,no
3128,1,blue-collar,married,primary,no,0,yes,yes,cellular,0,jul,1,0,1,1,failure,no
3129,0,management,married,tertiary,no,1,yes,yes,cellular,1,apr,0,1,1,1,failure,no
3130,1,admin.,married,secondary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,no
3131,1,entrepreneur,married,tertiary,no,1,yes,no,cellular,1,nov,0,1,1,1,failure,no
3132,1,services,married,tertiary,no,1,yes,yes,cellular,0,may,1,1,1,1,failure,no
3133,1,retired,divorced,secondary,no,1,no,no,cellular,0,nov,0,0,1,1,failure,yes
3134,1,entrepreneur,married,primary,no,0,no,no,telephone,1,jul,0,0,1,1,failure,no
3135,0,technician,married,secondary,no,0,yes,yes,cellular,1,nov,0,0,1,1,failure,no
3136,0,technician,married,secondary,no,0,yes,no,telephone,1,jul,1,1,1,1,failure,no
3137,0,services,single,secondary,no,1,no,no,cellular,1,jan,0,0,1,1,failure,no
3138,0,services,married,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,yes
3139,1,technician,married,secondary,no,1,no,no,cellular,1,may,1,1,1,1,failure,no
